subgraph,freq,n_atoms,examples
c1:c:c:c:c:c:1,0.78106,6,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1
c:c:c:c(:c)-c:n,0.07024,7,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
C-C(-C)-C-N-C=O,0.07004,7,CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;Cc1cscc1CNC(=O)N1CC(C)OC2(CCOC2C)C1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;CC(C)CC(CNC(=O)C1(C)CC1(F)F)C(=O)O
c-C-N-c:c:c:c,0.07002,7,CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;COc1cc(NC(=O)c2ccc(C)o2)cc(OC)c1OC;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;CNC(=O)C1CN(Cc2csc(-c3cccs3)n2)c2ccccc2O1;CC(=O)c1ccc(NC(=O)c2cc(N3CCOCC3)ccn2)cc1
O=C-C-N-C=O,0.06998,6,CNC(=O)CNC(=O)c1ccc(N2CCC(C)=N2)cc1;CCn1c(SC(C)C(=O)NCC(=O)Nc2ccc(F)c(F)c2F)nnc1-c1cccs1;CCOc1ccc(C(C)NC(=O)CNC(=O)c2cccc(Br)c2)cc1;CCCC1(CCC)NC(=O)N(CCc2ccncc2)C1=O;CCOCC(=O)NCC(=O)Nc1ccc(F)c(F)c1F
C-N(-C)-C-C=O,0.06996,6,COCC1(C(=O)O)CCCN1Cc1nnnn1CC(F)(F)F;COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;CCCNC(=O)CN1CCN(C(=O)c2cnc3c(c2)c(C)nn3C)CC1
c:c:c:c(:c)-S-N-C,0.0698,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c:c(:c)-S(=O)-N-C,0.06978,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c:c-N-C-C-N,0.06976,8,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;Cn1ccc(NC(=O)C(=O)Nc2cc(F)c(F)c(F)c2)n1
C-c1:c:c:c:c(-O):c:1,0.06956,8,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1
c-C-N-C-c:c,0.06952,6,Cc1nc2sccn2c1C(C)NCc1ccc(C(C)C)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;COc1ccc(CN(C)Cc2noc3c2COCC3)cn1;CCn1c(=O)[nH]c2cc(C(=O)N3CCc4[nH]ncc4C3)ccc2c1=O;COc1cc2c(cc1OC)CN(Cc1nc(-c3cccc(Br)c3)no1)CC2
C-N-C-C-C-O,0.0695,6,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;Cc1cscc1CNC(=O)N1CC(C)OC2(CCOC2C)C1;N#Cc1ccc(OC2CCN(C(=O)Nc3cc(C4CC4)ccn3)CC2)c(F)c1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1
c:c:c:c:c-c:n,0.0695,7,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:c:c:c-C(=O)-N(-C)-C,0.0692,9,O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;CCn1c(=O)[nH]c2cc(C(=O)N3CCc4[nH]ncc4C3)ccc2c1=O
C-N-S-c1:c:c:c:c:c:1,0.06898,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
C-C-N-C-C(-C)-C,0.06884,7,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;Cc1cscc1CNC(=O)N1CC(C)OC2(CCOC2C)C1;CC(C)CC(CNC(=O)C1(C)CC1(F)F)C(=O)O
c-C-N(-C)-C=O,0.06878,6,CS(=O)(=O)CC(=O)N(Cc1ccncc1)C1CC1;CCn1c(=O)[nH]c2cc(C(=O)N3CCc4[nH]ncc4C3)ccc2c1=O;N#CCCN(Cc1ccco1)C(=O)CSc1nnc(-c2ccc3c(c2)OCO3)n1-c1ccccc1;Cc1cc(C2CCCN2C(=O)COc2ccc(CC#N)cc2)no1;O=C1c2oc3ccc(F)cc3c(=O)c2C(c2ccncc2)N1Cc1ccccc1
C-C-C(-C)-C=O,0.0687,6,COCC1(C(=O)O)CCCN1Cc1nnnn1CC(F)(F)F;O=C(O)C1CCCC1S(=O)(=O)NCCSc1ccccc1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:c:c(-c:n):c:c,0.0686,7,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:n:c:c(:c):c,0.06852,6,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Cc1cnc(CN2CC=C(c3c[nH]c4ncccc34)CC2)o1
c-N-C-c:c:c:c,0.06846,7,CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cc1noc(C)c1COc1ccc(C(=O)Nc2nncs2)cc1;COc1cc(NC(=O)c2ccc(C)o2)cc(OC)c1OC;COCc1ccccc1C(=O)Nc1ccn(C2CCN(C(=O)OC(C)(C)C)C2)n1;CC(=O)c1ccc(NC(=O)c2cc(N3CCOCC3)ccn2)cc1
c:c:c-C(-C)-N,0.06826,6,CC(NC(=O)C1CC1(Cl)Cl)c1ccc(-c2ccccc2)cc1;Cc1cc(C2CCCN2C(=O)COc2ccc(CC#N)cc2)no1;Nn1c(SCC(=O)NC2CCCc3ccccc32)nnc1-c1ccco1;CCOc1ccc(C(C)NC(=O)CNC(=O)c2cccc(Br)c2)cc1;CCC(Nc1nccc(OC)n1)c1ccccc1OC(F)F
C-C(-C)-C(-N)=O,0.06806,6,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;CCCc1ncc(CNC(=O)C2CC(O)(C3CCCCC3)C2)o1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:c:c-N-C(=O)-C-C,0.06794,8,Cc1ccc(Oc2ccccc2NC(=O)CCC(=O)[O-])cc1;COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;O=C(COc1ccc2c(c1)CCC(=O)N2)Nc1cccnc1;COc1ccc2nc(SC(C)C(=O)Nc3ccc(SC)cc3)[nH]c2c1;COC(C)(C)C(=O)Nc1ccc(OC(C)C(=O)O)c(F)c1
C-c:c:c:c-N,0.06758,6,CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;O=C(NCC(O)CN1CCc2ccccc2C1)c1ccc(Nc2ncccn2)cc1;CNC(=O)CNC(=O)c1ccc(N2CCC(C)=N2)cc1;CC(=O)c1ccc(NC(=O)c2cc(N3CCOCC3)ccn2)cc1;COc1cc(N)c(Cl)cc1C(=O)OCC(=O)Nc1ccc(C(C)(C)C)cc1
c:c:c:n:c:n,0.06752,6,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21;CCCCc1c(C)nc2nc(SC(C(=O)OC)C(OC)OC)nn2c1C;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Nc1nn(C(=O)c2cccc3ncnn23)c2ccc(F)cc12
c:c:c:c:c-S-N-C,0.06748,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c:c:c-S(=O)-N-C,0.06746,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c-c:n:c,0.06736,6,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
c:c-N-C-c:c:c,0.06732,7,CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;COc1cc(NC(=O)c2ccc(C)o2)cc(OC)c1OC;COCc1ccccc1C(=O)Nc1ccn(C2CCN(C(=O)OC(C)(C)C)C2)n1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;COC(=O)c1cc(NC(=O)c2ccnc(OC(F)F)c2)c[nH]1
C-N1-C-C-N-C-C-1,0.06732,7,CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21
C-c:c:c-O-C,0.0672,6,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
C-C-N-C-C(-N)=O,0.06716,7,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;Cn1nncc1S(=O)(=O)N1C2CCC1C(=O)NC2;CCCNC(=O)CN1CCN(C(=O)c2cnc3c(c2)c(C)nn3C)CC1
C-C-C-C-C-N-C=O,0.06714,8,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;CCCn1nccc1C(=O)N1CCC2(CCN(C)CC2)C1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;COc1ccc(CC(=O)N(C)C2CCCCC2S(C)(=O)=O)cc1F
c:c(:c)-C-N-C-C-N,0.06714,8,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O
c:c-C-N-C(-C)=O,0.06688,7,CCn1cnnc1SC(C)C(=O)NCc1ccc(Cl)cc1;CCCc1ncc(CNC(=O)C2CC(O)(C3CCCCC3)C2)o1;CS(=O)(=O)CC(=O)N(Cc1ccncc1)C1CC1;CC(NC(=O)C1CC1(Cl)Cl)c1ccc(-c2ccccc2)cc1;Cc1cccc(C)c1OCC(=O)NC(c1ccccc1)c1nccn1C
c:c:c(:c:c)-S-N-C,0.06682,8,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c:c:c(:c:c)-S(=O)-N-C,0.0668,9,O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COCCOCC1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)NC(C)(C)C)c2)C1;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Nc1ccc2c(N3CCC(NS(=O)(=O)c4ccc(F)cc4)CC3)ncnc2n1;O=S(=O)(NCc1ccc(Cn2cccn2)cc1)c1ccccc1
c-C-N-c(:c):c,0.0667,6,CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;COc1cc(NC(=O)c2ccc(C)o2)cc(OC)c1OC;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;COC(=O)c1cc(NC(=O)c2ccnc(OC(F)F)c2)c[nH]1;CNC(=O)C1CN(Cc2csc(-c3cccs3)n2)c2ccccc2O1
C-C-N(-C-C)-C(-C)=O,0.06638,8,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;Cc1cnn(CC2CCCCN2C(=O)CC(C)n2nc(C)cc2C)c1;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
c-C-N-C-c:c:c,0.06634,7,Cc1nc2sccn2c1C(C)NCc1ccc(C(C)C)cc1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;COc1ccc(CN(C)Cc2noc3c2COCC3)cn1;CCn1c(=O)[nH]c2cc(C(=O)N3CCc4[nH]ncc4C3)ccc2c1=O;COc1cc2c(cc1OC)CN(Cc1nc(-c3cccc(Br)c3)no1)CC2
C-c:c:c:c:c-O-C,0.06612,8,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;COc1ccc(NC(=O)Cc2ccc3c(c2)OCCO3)cc1Cc1ccccc1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C
c:c-C-N-c:c:c:c,0.06606,8,CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;COc1cc(NC(=O)c2ccc(C)o2)cc(OC)c1OC;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;CNC(=O)C1CN(Cc2csc(-c3cccs3)n2)c2ccccc2O1;CC(=O)c1ccc(NC(=O)c2cc(N3CCOCC3)ccn2)cc1
c:c-C-N-C-C-N-C,0.06588,8,COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;CNC(=O)CNC(=O)c1ccc(N2CCC(C)=N2)cc1;CCCNC(=O)CN1CCN(C(=O)c2cnc3c(c2)c(C)nn3C)CC1
c:c(:c)-C-N(-C-C)-C-C,0.06546,9,COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;CS(=O)(=O)CC(=O)N(Cc1ccncc1)C1CC1
C-N-C-C-c1:c:c:c:c:c:1,0.06532,10,Cc1nn(C)c(N(C)C)c1CNCCCN1CCc2ccccc2C1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;O=C(NCCN1CCOCC1)C1(c2cccc(F)c2)CCOCC1;Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1;Cc1ccc(C)c(C2CN(C(=O)CCn3cncn3)C(C)CO2)c1
c-C-N(-C)-C-C-N,0.06532,7,CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;COc1cc(OC)cc(C(=O)N2CCN(C(C#N)c3ccccc3)CC2)c1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21
c:c:c:c:c-N-C-C-N,0.0653,9,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(F)c(F)c2F)c([N+](=O)[O-])c1;CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;COC(=O)c1cccc2c1CN(CC(=O)Nc1cc(C)ccc1F)CC2;Cn1ccc(NC(=O)C(=O)Nc2cc(F)c(F)c(F)c2)n1
n:c-c1:c:c:c:c:c:1,0.06526,8,COc1cccc(C(=O)NCCNC(=O)c2cccc(-c3ncn[nH]3)c2)c1;CC(C)Oc1ncccc1NC(=O)c1cccc(-c2ncn[nH]2)c1;Cn1c(SCc2ccc(F)cc2Cl)nnc1-c1ccc(C(C)(C)C)cc1;O=C(Cc1csc(-c2ccc(C(F)(F)F)cc2)n1)Nc1ccc(O)cc1;CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)CC2Cn3cnc(C(N)=O)c3NC2=O)CC1
C-N(-C)-S(=O)=O,0.06514,6,O=C(c1ccccc1)N1CC(S(=O)(=O)N2CCC(n3ccnc3)CC2)C1;O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCN(c2ncccn2)CC1;O=C1c2ccccc2CS(=O)(=O)N1Cc1cc(Cl)cc2c1OCOC2;COCCCN(Cc1cc(-c2ccco2)on1)S(=O)(=O)c1ccc(OC)cc1;Cn1nncc1S(=O)(=O)N1C2CCC1C(=O)NC2
C-C-C-C(-C)-C,0.06438,6,CC(C)(O)C(=O)N1CCCC(O)(C(F)(F)F)CC1;CC1(O)CCCN(C(=O)COCC(F)(F)F)CC1;CCCc1occc1C(=O)N1CCCC(O)(Cn2ccnn2)C1;CCCc1ncc(CNC(=O)C2CC(O)(C3CCCCC3)C2)o1;CC(C)CC(CNC(=O)C1(C)CC1(F)F)C(=O)O
c:c-C-C-C-N,0.06436,6,Cc1nc2c(C#N)cnn2c(C)c1CCC(=O)NC(C)Cc1ccc(O)c(O)c1;Cc1cnc(CN2CC=C(c3c[nH]c4ncccc34)CC2)o1;O=C(COc1ccc2c(c1)CCC(=O)N2)Nc1cccnc1;COc1coc(C(=O)N2CCCc3cc(Br)ccc32)cc1=O;COc1ccc(-c2ccc(CCC(=O)N(CC(C)C)c3c(N)n(CC(C)C)c(=O)[nH]c3=O)o2)cc1
c:c:c:c(:c):c:n,0.06424,7,CCCCCn1c(=NC(=O)c2ccc(OC)c(OC)c2)c(C#N)cc2c(=O)n3cccc(C)c3nc21;Cc1cccc(C)c1NC(=O)CN1CCN(c2ccc3ccc(F)cc3n2)CC1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;Fc1cccc2c1SCCC2=NNc1ccc2ccccc2n1;Nc1nn(C(=O)c2cccc3ncnn23)c2ccc(F)cc12
c:n:c-C-N-C,0.0641,6,CCc1nc(CN2CCCC(c3noc(C4CC4)n3)C2)cs1;CC(C)(C)c1cnc(CN2CCN(c3ccc(C#N)cn3)CC2)o1;Cc1nc2sccn2c1C(C)NCc1ccc(C(C)C)cc1;Cc1cn2ccnc(C(=O)NCCOc3cc(F)cc(F)c3)c2n1;Cn1c(CN2CCN(CCO)CC2)nc2cc(Cl)ccc21
c-C-N-c:c:c:c:c,0.06408,8,COc1cc(NC(=O)c2ccc(C)o2)cc(OC)c1OC;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;CNC(=O)C1CN(Cc2csc(-c3cccs3)n2)c2ccccc2O1;CC(=O)c1ccc(NC(=O)c2cc(N3CCOCC3)ccn2)cc1;COc1coc(C(=O)N2CCCc3cc(Br)ccc32)cc1=O
c:c(:c)-N(-C)-C-C,0.06396,7,COCCc1ccc(OS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1;CCN(C(=O)Cn1cnc2ccc(Br)cc2c1=O)c1ccccc1;CC(=O)N1CCc2cc(NC(=O)c3cc(C)n(C4CCCCC4)c3C)ccc21;CNC(=O)C1CN(Cc2csc(-c3cccs3)n2)c2ccccc2O1;CC(=O)c1ccc(NC(=O)c2cc(N3CCOCC3)ccn2)cc1
N-C-C-C-N-C=O,0.06394,7,CN1CC(C(=O)NCCN2CCN(Cc3ccccc3)CC2)CC1=O;COCCNC(=O)N(C)CCCNc1ccccc1;Cc1cc(OCC(=O)N2CCCN(c3ncnc4[nH]cnc34)CC2)ccc1C(C)C;O=C(NCC(O)CN1CCc2ccccc2C1)c1ccc(Nc2ncccn2)cc1;Cc1cc(C(=O)NC2CCN(c3ncccc3F)CC2)c(C)o1
